Model name,Features names,Error,Date Time
LogisticRegression,polyfit smooth_sample local_maxima_3 local_maxima_without_smoothing,0.477713218643,2016-11-17 01:47:39.139000
LogisticRegression,polyfit smooth_sample local_maxima_3 PCA_transform,0.380686633643,2016-11-17 01:47:43.404000
LogisticRegression,polyfit smooth_sample local_maxima_without_smoothing PCA_transform,0.452344215639,2016-11-17 01:47:47.669000
LogisticRegression,polyfit spread grey_white_ratio mean_feature,0.732158696215,2016-11-17 01:47:50.405000
LogisticRegression,polyfit spread grey_white_ratio variance_feature,0.740370023071,2016-11-17 01:47:53.379000
LogisticRegression,polyfit spread grey_white_ratio local_maxima_3,0.737588735526,2016-11-17 01:47:56.275000
LogisticRegression,polyfit spread grey_white_ratio local_maxima_without_smoothing,0.771972459285,2016-11-17 01:47:59.118000
LogisticRegression,polyfit spread grey_white_ratio PCA_transform,0.734226682497,2016-11-17 01:48:01.919000
LogisticRegression,polyfit spread mean_feature variance_feature,0.735430941371,2016-11-17 01:48:04.817000
LogisticRegression,polyfit spread mean_feature local_maxima_3,0.735726106596,2016-11-17 01:48:07.579000
LogisticRegression,polyfit spread mean_feature local_maxima_without_smoothing,0.764603307734,2016-11-17 01:48:10.224000
LogisticRegression,polyfit spread mean_feature PCA_transform,0.729664463925,2016-11-17 01:48:13.161000
LogisticRegression,polyfit spread variance_feature local_maxima_3,0.739488878399,2016-11-17 01:48:16.008000
LogisticRegression,polyfit spread variance_feature local_maxima_without_smoothing,0.780045529202,2016-11-17 01:48:19.062000
LogisticRegression,polyfit spread variance_feature PCA_transform,0.716916137059,2016-11-17 01:48:22.115000
LogisticRegression,polyfit spread local_maxima_3 local_maxima_without_smoothing,0.782013126281,2016-11-17 01:48:24.901000
LogisticRegression,polyfit spread local_maxima_3 PCA_transform,0.730057761053,2016-11-17 01:48:27.954000
LogisticRegression,polyfit spread local_maxima_without_smoothing PCA_transform,0.758719532852,2016-11-17 01:48:30.759000
LogisticRegression,polyfit grey_white_ratio mean_feature variance_feature,0.381764513877,2016-11-17 01:48:30.847000
LogisticRegression,polyfit grey_white_ratio mean_feature local_maxima_3,0.358174701897,2016-11-17 01:48:30.997000
LogisticRegression,polyfit grey_white_ratio mean_feature local_maxima_without_smoothing,0.413695421245,2016-11-17 01:48:31.125000
LogisticRegression,polyfit grey_white_ratio mean_feature PCA_transform,0.330980957969,2016-11-17 01:48:31.193000
LogisticRegression,polyfit grey_white_ratio variance_feature local_maxima_3,0.355960053394,2016-11-17 01:48:31.293000
LogisticRegression,polyfit grey_white_ratio variance_feature local_maxima_without_smoothing,0.399283828644,2016-11-17 01:48:31.394000
LogisticRegression,polyfit grey_white_ratio variance_feature PCA_transform,0.33174353357,2016-11-17 01:48:31.488000
LogisticRegression,polyfit grey_white_ratio local_maxima_3 local_maxima_without_smoothing,0.412867273475,2016-11-17 01:48:31.657000
LogisticRegression,polyfit grey_white_ratio local_maxima_3 PCA_transform,0.336047194741,2016-11-17 01:48:31.756000
LogisticRegression,polyfit grey_white_ratio local_maxima_without_smoothing PCA_transform,0.371562907127,2016-11-17 01:48:31.857000
LogisticRegression,polyfit mean_feature variance_feature local_maxima_3,0.357677520551,2016-11-17 01:48:31.973000
LogisticRegression,polyfit mean_feature variance_feature local_maxima_without_smoothing,0.396159420032,2016-11-17 01:48:32.090000
LogisticRegression,polyfit mean_feature variance_feature PCA_transform,0.3273590989,2016-11-17 01:48:32.174000
LogisticRegression,polyfit mean_feature local_maxima_3 local_maxima_without_smoothing,0.400587280259,2016-11-17 01:48:32.396000
LogisticRegression,polyfit mean_feature local_maxima_3 PCA_transform,0.339379347096,2016-11-17 01:48:32.597000
LogisticRegression,polyfit mean_feature local_maxima_without_smoothing PCA_transform,0.369147072985,2016-11-17 01:48:32.760000
LogisticRegression,polyfit variance_feature local_maxima_3 local_maxima_without_smoothing,0.3972563601,2016-11-17 01:48:32.897000
LogisticRegression,polyfit variance_feature local_maxima_3 PCA_transform,0.339032920033,2016-11-17 01:48:33.114000
LogisticRegression,polyfit variance_feature local_maxima_without_smoothing PCA_transform,0.370304766415,2016-11-17 01:48:33.298000
LogisticRegression,polyfit local_maxima_3 local_maxima_without_smoothing PCA_transform,0.375932909003,2016-11-17 01:48:33.446000
LogisticRegression,border_smooth_sample smooth_sample spread grey_white_ratio,0.730835382483,2016-11-17 01:48:36.154000
LogisticRegression,border_smooth_sample smooth_sample spread mean_feature,0.735962227804,2016-11-17 01:48:39.080000
LogisticRegression,border_smooth_sample smooth_sample spread variance_feature,0.745814367473,2016-11-17 01:48:42.403000
LogisticRegression,border_smooth_sample smooth_sample spread local_maxima_3,0.729509630803,2016-11-17 01:48:45.271000
LogisticRegression,border_smooth_sample smooth_sample spread local_maxima_without_smoothing,0.768996275199,2016-11-17 01:48:47.957000
LogisticRegression,border_smooth_sample smooth_sample spread PCA_transform,0.728817126652,2016-11-17 01:48:50.756000
LogisticRegression,border_smooth_sample smooth_sample grey_white_ratio mean_feature,0.369326107613,2016-11-17 01:48:59.759000
LogisticRegression,border_smooth_sample smooth_sample grey_white_ratio variance_feature,0.362372365542,2016-11-17 01:49:00.944000
LogisticRegression,border_smooth_sample smooth_sample grey_white_ratio local_maxima_3,0.39119537534,2016-11-17 01:49:06.565000
LogisticRegression,border_smooth_sample smooth_sample grey_white_ratio local_maxima_without_smoothing,0.460412886603,2016-11-17 01:49:12.848000
LogisticRegression,border_smooth_sample smooth_sample grey_white_ratio PCA_transform,0.379371863715,2016-11-17 01:49:26.663000
LogisticRegression,border_smooth_sample smooth_sample mean_feature variance_feature,0.357174301978,2016-11-17 01:49:27.753000
